Day,Date,MLD_A,MLD_B,MLD_C,IN_PH,IN_DO,IN_TSS,IN_COD,IN_BOD,IN_MPN,OUT_PH,OUT_DO,OUT_TSS,OUT_COD,OUT_BOD,OUT_MPN,
1023,28-Jan-22,104.52,109.33,132.72,346.57,7.27,0,194,264,125,24.8,7.5,4.5,40,72,24,5600
1024,29-Jan-22,101.21,114.6,131.93,347.74,7.22,0,264,312,135,33.2,7.43,4.6,38,88,22,6800
1025,30-Jan-22,106.57,108.9,130.63,346.1,7.21,0,251,296,130,35.7,7.44,4.6,46,80,26,6100
1026,31-Jan-22,102.59,115.31,130.53,348.43,7.26,0,240,312,145,34.5,7.57,4.4,44,88,25,6800
1027,01-Feb-22,127.55,110.98,113.1,351.63,7.36,0,217,288,130,20.6,7.55,4.3,45,92,27,6100
1028,02-Feb-22,111.96,106.8,133.62,352.38,7.31,0,232,296,135,33.2,7.52,4.2,41,80,24,6800
1029,03-Feb-22,110.41,110.92,129.51,350.84,7.26,0,258,304,145,38.5,7.55,4.3,43,88,28,3600
1030,04-Feb-22,102.19,107.29,137.26,346.74,7.29,0,237,296,130,25.6,7.51,4.5,46,84,25,5500
1031,05-Feb-22,107.17,111.01,129.16,347.34,7.31,0,268,312,140,29.4,7.39,4.7,41,76,23,6900
1032,06-Feb-22,117.4,107.65,120.47,345.52,7.24,0,251,296,135,23.7,7.44,4.6,40,68,26,6000
1033,07-Feb-22,100.32,113.74,134.2,348.26,7.39,0,211,288,125,16.3,7.58,4.4,46,80,24,6000
1034,08-Feb-22,104.2,110.6,131.88,346.68,7.24,0,224,304,135,26.2,7.5,4.3,42,76,26,8100
1035,09-Feb-22,105.08,111.62,130.33,347.03,7.23,0,230,304,140,34.5,7.44,4.2,40,80,28,7400
1036,10-Feb-22,104.75,110.64,130.59,345.98,7.31,0,222,288,130,24.1,7.53,4.4,44,72,25,5600
1037,11-Feb-22,104.33,111.21,133.95,349.49,7.33,0,249,320,145,35.7,7.45,4.3,42,72,27,5500
1038,12-Feb-22,107.2,108.9,131.37,347.47,7.37,0,271,336,150,38.5,7.48,4.2,46,76,25,8000
1039,13-Feb-22,120.49,90,135,345.49,7.21,0,254,296,155,22.7,7.51,4.4,42,80,26,4000
1040,14-Feb-22,110.48,105.82,132.41,348.71,7.27,0,253,320,145,30.6,7.52,4.3,45,84,24,6800
1041,15-Feb-22,108.55,136.29,106.69,351.53,7.34,0,293,336,160,35.7,7.5,4.2,47,88,27,7400
1042,16-Feb-22,107.48,120.03,118.26,345.77,7.35,0,255,312,145,38.5,7.53,4.4,43,76,26,8000
1043,17-Feb-22,113.21,127.4,106.09,346.7,7.35,0,233,304,140,29.4,7.53,4.6,46,72,23,6000
1044,18-Feb-22,112.43,126.36,114.78,353.57,7.23,0,251,288,150,34.5,7.47,4.5,41,76,24,6100
1045,19-Feb-22,116.99,114.17,116.02,347.18,7.29,0,284,320,130,34.4,7.55,4.4,44,80,25,4000
1046,20-Feb-22,117.16,115.54,112.77,345.47,7.27,0,227,272,140,33.2,7.5,4.3,41,84,27,5500
1047,21-Feb-22,126.05,108.31,115.2,349.56,7.23,0,277,320,135,39.9,7.56,4.5,41,76,21,8100
1048,22-Feb-22,133.51,98.61,116.18,348.3,7.28,0,227,288,130,33.2,7.48,4.4,40,72,26,7400
1049,23-Feb-22,127.66,106.2,111.83,345.69,7.25,0,222,280,140,22.7,7.53,4.3,43,68,24,8200
1050,24-Feb-22,129.89,108.85,109.1,347.84,7.27,0,212,288,150,35.7,7.51,4.4,44,80,26,3800
1051,25-Feb-22,128.1,108.9,109.84,346.84,7.33,0,276,352,145,33.3,7.49,4.5,40,76,25,6800
1052,26-Feb-22,140.28,97.22,113.29,350.79,7.33,0,274,352,150,38.5,7.57,4.5,45,80,28,6100
1053,27-Feb-22,134.16,106.42,105.17,345.75,7.33,0,252,296,140,28.5,7.6,4.3,43,84,24,6000
1054,28-Feb-22,125.57,105.69,116.99,348.25,7.24,0,239,288,130,30.5,7.36,4.3,44,72,21,6000
1055,01-Mar-22,133.29,105.18,107.99,346.46,7.3,0,217,272,135,22.7,7.59,4.4,44,68,23,6800
1056,02-Mar-22,142.59,103.48,102.96,349.03,7.15,0,254,304,145,25.6,7.58,4.2,40,80,25,4000
1057,03-Mar-22,141.59,90.8,115.02,347.41,7.3,0,253,296,130,38.5,7.56,4.3,42,76,24,5500
1058,04-Mar-22,149.06,80.83,124.54,354.43,7.28,0,243,288,135,26.6,7.57,4.5,41,72,26,6800
1059,05-Mar-22,141.46,88.87,115.41,345.74,7.31,0,236,280,130,22.7,7.52,4.2,40,68,23,4000
1060,06-Mar-22,145.17,110.8,91.03,347,7.34,0,252,312,155,34.5,7.58,4.4,38,72,27,6800
1061,07-Mar-22,154.09,100.85,93.38,348.32,7.43,0,271,320,150,33.2,7.62,4.3,45,80,25,4000
1062,08-Mar-22,154.76,82.99,122.6,360.35,7.42,0,274,324,155,35.7,7.61,4.2,46,84,26,9200
1063,09-Mar-22,154.81,76.64,124.06,355.51,7.36,0,246,296,145,22.7,7.59,4.5,41,76,27,3700
1064,10-Mar-22,149.81,79.59,121.07,350.47,7.42,0,251,304,140,35.7,7.58,4.2,43,80,24,6000
1065,11-Mar-22,142.27,80.84,124.45,347.56,7.44,0,230,272,135,38.5,7.6,4.4,39,72,25,6100
1066,12-Mar-22,142,78.83,127.93,348.76,7.41,0,259,312,150,30.5,7.62,4.3,44,84,26,5500
1067,13-Mar-22,143.27,81.42,127.1,351.79,7.36,0,294,320,160,41.7,7.6,4.2,43,80,24,5500
1068,14-Mar-22,145.22,78.85,122.64,346.71,7.34,0,274,304,140,40.9,7.57,4.3,46,88,21,4000
1069,15-Mar-22,147.66,74.94,123,345.6,7.4,0,245,312,145,30.5,7.62,4.3,46,88,24,6100
1070,16-Mar-22,138.62,91.07,117.73,347.42,7.34,0,269,320,155,34.5,7.6,4.5,41,76,25,8100
1071,17-Mar-22,145.84,88.15,118.04,352.03,7.32,0,284,324,150,38.5,7.57,4.4,45,80,27,4000
1072,18-Mar-22,147.27,99.05,110.5,356.82,7.33,0,268,312,145,35.7,7.6,4.3,43,76,23,6000
1073,19-Mar-22,130.03,100.26,115.55,345.84,7.29,0,243,304,140,47,7.55,4.3,40,72,26,5500
1074,20-Mar-22,134.02,103.25,110.07,347.34,7.34,0,213,272,130,22.7,7.62,4.4,43,80,25,7300
1075,21-Mar-22,130.86,100.56,117.4,348.82,7.15,0,231,280,135,20,7.56,4.2,39,76,21,6000
1076,22-Mar-22,135.07,99.26,112.33,346.66,7.32,0,246,312,140,40,7.6,4.4,41,72,23,6100
1077,23-Mar-22,125.38,100.1,120.24,345.72,7.23,0,227,296,140,28.5,7.56,4.2,45,84,25,3600
1078,24-Mar-22,116.96,100.55,130.28,347.79,7.31,0,245,320,150,30.5,7.57,4.6,43,76,24,6100
1079,25-Mar-22,120.91,101.25,138.65,360.81,7.35,0,259,328,155,40.9,7.54,4.4,42,80,26,5500
1080,26-Mar-22,125.54,112.1,127.48,365.12,7.16,0,239,312,140,24.1,7.49,4.3,47,88,27,3900
1081,27-Mar-22,151.11,90.1,121.99,363.2,7.29,0,229,304,135,23.2,7.55,4.2,38,80,23,6000
1082,28-Mar-22,139.19,107.22,121.38,367.79,7.26,0,272,320,145,22.3,7.56,4.4,42,76,25,5900
1083,29-Mar-22,138.42,100.26,123.47,362.15,7.28,0,276,312,140,25.6,7.4,4.5,39,68,24,3800
1084,30-Mar-22,144.97,96.1,125.8,366.87,7.29,0,269,304,130,21.2,7.45,4.2,43,72,26,5500
1085,31-Mar-22,153.92,85.97,107.4,347.29,7.31,0,256,312,135,28.5,7.56,4.5,45,80,27,3600
1086,01-Apr-22,149.03,96.05,100.37,345.45,7.28,0,236,296,130,19.8,7.49,4.5,46,76,23,6000
1087,02-Apr-22,151.19,87.05,108.16,346.4,7.31,0,254,312,145,24.8,7.46,4.3,42,72,21,8100
1088,03-Apr-22,153.72,72,122.03,347.75,7.32,0,215,288,135,20.6,7.52,4.2,45,80,24,7400
1089,04-Apr-22,153.49,73.78,118.11,345.38,7.26,0,225,296,125,26.6,7.6,4.6,44,76,25,7300
1090,05-Apr-22,149.63,85.51,114.43,349.57,7.27,0,219,280,130,21.2,7.62,4.4,39,68,26,5500
1091,06-Apr-22,129.89,103.55,112.6,346.04,7.37,0,243,196,140,24.8,7.64,4.5,38,72,22,3600
1092,07-Apr-22,136.78,102.12,108.06,346.96,7.32,0,213,280,135,19.8,7.62,4.6,41,64,21,6000
1093,08-Apr-22,140.04,107.46,110.54,358.04,7.8,0,234,296,145,24.8,7.64,4.5,43,68,26,4000
1094,09-Apr-22,140.85,108.1,104.03,352.98,7.22,0,226,288,140,24.4,7.56,4.3,46,80,25,6000
1095,10-Apr-22,150.65,98.03,100.13,348.81,7.34,0,241,296,150,20.3,7.59,4.4,45,84,27,4000
1096,11-Apr-22,146.48,98.34,107.14,351.96,7.27,0,213,272,125,21.5,7.61,4.6,40,68,24,5500
1097,12-Apr-22,149.22,85.45,111.47,346.14,7.24,0,219,288,135,28.5,7.57,4.3,42,72,25,7400
1098,13-Apr-22,138.88,100.45,113.55,352.88,7.31,0,215,296,140,21.2,7.55,4.5,40,76,27,3700
1099,14-Apr-22,130.07,101,119.92,350.99,7.34,0,221,280,150,20.3,7.62,4.4,44,64,24,4000
1100,15-Apr-22,110.72,102,136,348.72,7.35,0,214,288,155,24.8,7.62,4.3,45,68,26,6000
1101,16-Apr-22,130.44,100,115.58,346.02,7.27,0,207,304,135,28.8,7.59,4.5,42,64,23,7400
1102,17-Apr-22,128.08,104,113.1,345.18,7.34,0,213,288,130,29.2,7.61,4.5,42,72,21,6800
1103,18-Apr-22,114.1,100.07,135,349.17,7.31,0,216,280,140,22.7,7.57,4.3,43,68,23,5600
1104,19-Apr-22,125.33,105.58,115.5,346.41,7.25,0,221,312,125,25.6,7.6,4.4,44,72,27,4000
1105,20-Apr-22,132.54,100.07,124.17,356.78,7.36,0,256,272,130,19.4,7.63,4.6,45,88,24,6000
1106,21-Apr-22,119.28,94.58,138.88,352.74,7.36,0,214,264,135,22.7,7.53,4.5,40,68,26,5600
1107,22-Apr-22,119.04,103.7,128.08,350.82,7.31,0,209,264,125,20.6,7.53,4.2,43,72,24,8100
1108,23-Apr-22,124.08,88.78,132.36,345.22,7.36,0,212,272,140,24.1,7.56,4.5,41,64,25,5500
1109,24-Apr-22,139.35,75.59,131.46,346.4,7.3,0,226,288,130,22.7,7.56,4.5,41,76,22,6000
1110,25-Apr-22,127.27,89.26,130.84,347.37,7.28,0,207,264,135,21.2,7.54,4.4,39,72,21,3700
1111,26-Apr-22,139.55,92.23,117.43,349.21,7.3,0,203,256,140,22.2,7.56,4.5,40,64,23,4000
1112,27-Apr-22,116.36,93.64,111.12,321.12,7.32,0,224,288,125,23.2,7.53,4.4,45,76,26,6000
1113,28-Apr-22,134.4,92.33,120.24,346.97,7.34,0,217,280,125,24.1,7.55,4.2,45,80,26,5600
1114,29-Apr-22,136.64,77.99,130.89,345.52,7.32,0,201,280,130,19.4,7.58,4.4,46,84,25,8100
1115,30-Apr-22,132.01,87.06,132.21,351.28,7.35,0,209,272,120,20.6,7.55,4.3,43,76,21,6000
1116,01-May-22,129.92,102.46,113.35,345.73,7.38,0,231,296,135,24.1,7.57,4.5,42,72,19,5500
1117,02-May-22,136.47,88.58,121.77,346.82,7.32,0,201,264,140,19.4,7.58,4.4,38,60,24,4000
1118,03-May-22,126.52,108.28,112.89,347.69,7.35,0,226,288,130,16.7,7.59,4.2,44,80,21,3800
1119,04-May-22,120.21,108.52,116.91,345.64,7.3,0,195,256,120,29.4,7.6,4.1,39,64,26,5500
1120,05-May-22,128.44,118.52,102.6,349.56,7.29,0,211,280,135,19.4,7.57,4.3,42,72,24,6800
1121,06-May-22,122.1,118.58,105.85,346.53,7.34,0,224,296,140,19.8,7.56,4.2,44,68,22,6000
1122,07-May-22,121.71,118.14,108.8,348.65,7.36,0,218,288,130,20.6,7.58,4.3,43,76,24,8200
1123,08-May-22,121.59,112.43,117.44,351.46,7.32,0,235,304,140,21.2,7.57,4.4,40,80,26,6800
1124,09-May-22,122.88,109.66,117.05,349.59,7.37,0,226,296,135,18.8,7.59,4.2,46,84,27,6800
1125,10-May-22,125.12,108.21,112.9,346.23,7.34,0,209,272,130,21.9,7.56,4.3,39,72,25,5500
1126,11-May-22,125.67,102.53,117.42,345.62,7.35,0,213,264,120,16.7,7.58,4.4,43,64,24,3700
1127,12-May-22,100.96,99,101.3,301.26,7.36,0,209,256,120,16.3,7.6,4.1,40,6,21,5500
1128,13-May-22,124.48,112.01,109.03,345.52,7.32,0,217,280,135,13.3,7.57,4.4,38,60,23,4000
1129,14-May-22,128.54,106.32,111.96,346.82,7.34,0,226,288,130,18.8,7.58,4.2,42,72,26,7400
1130,15-May-22,125.19,108.83,114.98,349,7.3,0,217,272,135,19.8,7.6,4.5,41,68,25,6000
1131,16-May-22,131.4,104.67,110.45,346.52,7.31,0,201,256,120,19.1,7.55,4.3,40,64,22,3600
1132,17-May-22,122.46,100.54,122.2,345.2,7.29,0,195,256,115,16.3,7.57,4.1,39,72,25,5500
1133,18-May-22,124.37,105.19,116.9,346.46,7.34,0,197,264,125,16,7.59,4.3,44,76,23,6100
1134,19-May-22,106.55,103.36,93.78,303.69,7.32,0,219,280,130,17.1,7.6,4.4,42,80,24,6000
1135,20-May-22,106.07,102.95,91.05,300.07,7.35,0,209,272,,17.1,7.5,4.2,38,64,,5400
1136,21-May-22,106.03,107.04,92.63,305.7,7.31,0,226,288,,16,7.54,4.5,42,64,,6100
1137,22-May-22,106.83,95.65,97.56,300.04,7.28,0,198,256,,,7.59,4.4,46,80,,
1138,23-May-22,102.56,98.99,100.93,302.48,7.29,0,190,256,,,7.56,4.6,37,64,,
1139,24-May-22,105.6,100.93,101.66,308.19,7.36,0,242,196,,,7.58,4.7,41,60,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
