Day,Date,MLD_A,MLD_B,MLD_C,IN_PH,IN_DO,IN_TSS,IN_COD,IN_BOD,IN_MPN,OUT_PH,OUT_DO,OUT_TSS,OUT_COD,OUT_BOD,OUT_MPN,
533,14-Sep-20,139.79,101.53,108.26,7.52,0,244,336,170,910000,7.65,4.5,40,80,25,7800,
534,15-Sep-20,141.57,99.97,109.7,7.5,0,242,344,175,920000,7.56,4.3,44,64,24,6400,
535,16-Sep-20,140.73,100.3,109.53,7.57,0,253,360,180,1000000,7.78,4.6,38,80,26,6800,
536,17-Sep-20,135.32,105.22,108.34,7.57,0,225,336,170,820000,7.79,4.7,41,64,27,6000,
537,18-Sep-20,142.97,99.44,107.39,7.54,0,219,344,165,780000,7.73,4.5,37,68,27,6400,
538,19-Sep-20,146.12,99.73,107.98,7.48,0,262,352,175,910000,7.65,4.4,40,76,26,8200,
539,20-Sep-20,132.32,105.91,112.44,7.53,0,266,360,185,830000,7.7,4.2,44,80,25,6800,
540,21-Sep-20,122.46,114.48,115.98,7.54,0,218,320,160,910000,7.71,4.3,36,60,27,6800,
541,22-Sep-20,150.17,95.77,103.4,7.54,0,264,344,170,910000,7.75,4.5,42,72,24,6000,
542,23-Sep-20,128.73,108.25,118.77,7.52,0,253,336,165,780000,7.76,4.6,40,69,26,8300,
543,24-Sep-20,147.69,99.21,104.25,7.58,0,260,352,175,910000,7.68,4.5,38,80,25,7800,
544,25-Sep-20,133.73,105.74,110.55,7.55,0,273,384,180,1000000,7.73,4.7,36,72,27,9100,
545,26-Sep-20,126.28,107.23,114.42,7.55,0,229,336,160,820000,7.65,4.6,39,76,25,6400,
546,27-Sep-20,132.84,104.07,114.39,7.53,0,241,344,170,910000,7.69,4.7,44,84,24,4500,
547,28-Sep-20,137.67,103.05,107.55,7.54,0,217,320,155,810000,7.73,4.3,45,80,27,5600,
548,29-Sep-20,135.98,103.91,111.04,7.56,0,221,328,160,810000,7.82,4.6,41,64,24,6800,
549,30-Sep-20,141.12,101.72,105.65,7.57,0,258,360,170,920000,7.75,4.2,47,72,26,8100,
,,,,,,,,,,,,,,,,,
550,01-Oct-20,143.9,101.92,107.9,7.62,0,249,352,165,830000,7.75,4.5,46,80,25,6400,
551,02-Oct-20,144.41,100.2,103.14,7.75,0,223,344,170,910000,7.72,4.5,38,76,27,6800,
552,03-Oct-20,143.19,105.06,108.36,7.62,0,226,336,160,780000,7.76,4.4,41,64,24,6000,
553,04-Oct-20,134.92,102.41,116.64,7.64,0,261,360,175,930000,7.76,4.8,42,72,26,6400,
554,05-Oct-20,128.26,111.79,111.85,7.65,0,259,352,170,830000,7.72,4.4,44,80,28,7800,
555,06-Oct-20,140.42,105.3,109.23,7.66,0,247,344,165,910000,7.75,4.6,46,76,26,5500,
556,07-Oct-20,140.4,105.21,107.76,7.52,0,213,336,170,840000,7.7,4.4,48,64,24,6000,
557,08-Oct-20,140.73,99.77,108.74,7.69,0,249,352,175,910000,7.77,4.7,41,72,27,6400,
558,09-Oct-20,139.51,96.6,110.26,7.72,0,256,360,175,920000,7.82,4.8,45,80,25,7800,
559,10-Oct-20,139.21,105.51,111.91,7.7,0,221,336,160,780000,7.72,4.7,42,76,28,5500,
560,11-Oct-20,136.66,112.23,109.3,7.69,0,254,344,165,830000,7.79,4.6,43,64,26,6000,
561,12-Oct-20,140.63,103.28,105.79,7.6,0,249,360,175,930000,7.73,4.5,40,72,24,6800,
562,13-Oct-20,141.34,101.34,113.79,7.71,0,234,352,170,820000,7.7,4.4,45,84,27,4500,
563,14-Oct-20,142.13,100.92,110.77,7.52,0,238,360,180,910000,7.68,4.5,43,76,25,6000,
564,15-Oct-20,140.06,101.05,110.35,7.5,0,247,368,175,1000000,7.75,4.3,46,80,25,5500,
565,16-Oct-20,142.02,102.66,110.32,7.57,0,238,344,165,830000,7.68,4.7,42,84,26,4000,
566,17-Oct-20,133.34,103.26,116.91,7.57,0,226,352,160,920000,7.7,4.4,43,72,27,6800,
567,18-Oct-20,128.03,111.15,113.87,7.54,0,219,328,155,910000,7.73,4.5,40,64,24,6800,
568,19-Oct-20,148.85,104.39,102.81,7.48,0,229,360,175,1000000,7.7,4.3,38,80,27,6400,
569,20-Oct-20,125.56,109.43,114.9,7.53,0,262,368,180,920000,7.7,4.6,43,76,25,6000,
570,21-Oct-20,125.16,109.8,119.94,7.54,0,236,352,170,1000000,7.72,4.8,42,60,27,7800,
571,22-Oct-20,126.9,105.2,114.55,7.54,0,241,360,175,910000,7.68,4.5,46,72,28,5500,
572,23-Oct-20,134.95,107.34,106.3,7.52,0,239,368,180,820000,7.74,4.3,45,64,26,6800,
573,24-Oct-20,135.23,104.32,108.04,7.58,0,225,352,170,780000,7.74,4.6,45,80,24,6400,
574,25-Oct-20,127.96,107.27,111.63,7.55,0,219,344,175,930000,7.68,4.2,46,76,27,8200,
575,26-Oct-20,114.96,92.81,95.96,7.55,0,246,360,185,1000000,7.75,4.2,45,72,28,5600,
576,27-Oct-20,127.68,95.13,102.07,7.53,0,247,352,165,820000,7.64,4.6,41,64,25,6800,
577,28-Oct-20,107.1,85.49,91.62,7.54,0,214,344,170,780000,7.61,4.4,48,80,27,6000,
578,29-Oct-20,118.15,94.39,96.27,7.56,0,232,360,180,1000000,7.65,4.5,44,84,25,8200,
579,30-Oct-20,129.55,101.28,105.1,7.57,0,228,352,175,930000,7.63,4.6,42,72,24,5500,
580,31-Oct-20,114.47,97.33,100.05,7.58,0,216,344,165,820000,7.64,4.7,38,76,27,7800,
,,,,,,,,,,,,,,,,,
581,01-Nov-20,123.22,96.04,104.27,7.56,0,221,360,170,1000000,7.71,4.6,44,64,26,6100,
582,02-Nov-20,129.55,95.12,101.35,7.57,0,254,368,180,820000,7.72,4.3,47,80,28,6400,
583,03-Nov-20,124.65,99.35,102.85,7.54,0,233,352,170,920000,7.67,4.7,44,84,24,5500,
584,04-Nov-20,123.98,95.69,101.04,7.49,0,219,360,175,1000000,7.66,4.5,40,72,27,8200,
585,05-Nov-20,126.39,96.71,103.8,7.54,0,271,376,180,1000000,7.67,4.7,42,80,26,7800,
586,06-Nov-20,112.46,90.43,97.93,7.59,0,235,352,170,920000,7.65,4.8,44,76,25,6100,
587,07-Nov-20,123.99,96.91,104.1,7.52,0,245,360,175,820000,7.64,4.6,46,64,28,6000,
588,08-Nov-20,128.05,97.76,100.76,7.56,0,252,368,180,1000000,7.69,4.4,45,80,24,8200,
589,09-Nov-20,128.68,80.21,87.48,7.51,0,222,344,165,910000,7.67,4.5,44,72,27,6000,
590,10-Nov-20,125.34,95.88,102.47,7.55,0,236,352,160,830000,7.68,4.6,42,76,25,6800,
591,11-Nov-20,123.23,98.45,100.97,7.48,0,213,344,165,920000,7.7,4.8,41,60,27,7800,
592,12-Nov-20,128.05,96.3,99.67,7.5,0,178,352,170,780000,7.76,4.6,43,72,26,5500,
593,13-Nov-20,122.58,95.3,101.21,7.52,0,215,344,160,1000000,7.67,4.7,47,80,28,8200,
594,14-Nov-20,136.15,105.39,111.57,7.49,0,227,360,175,840000,7.65,4.4,40,72,29,6400,
595,15-Nov-20,126.35,98.11,103.16,7.53,0,187,336,165,810000,7.62,4.3,45,76,25,5600,
596,16-Nov-20,110.84,83.16,91.03,7.49,0,225,352,160,780000,7.69,4.8,42,80,24,6400,
597,17-Nov-20,130.26,104.7,112.03,7.54,0,251,368,180,1000000,7.6,4.5,47,64,26,6800,
598,18-Nov-20,132.75,104.22,110.84,7.42,0,254,376,165,1100000,7.6,4.4,38,60,28,6000,
599,19-Nov-20,134.7,109.33,111.53,7.44,0,234,352,170,930000,7.62,4.8,44,84,29,6100,
600,20-Nov-20,131.27,106.27,109.56,7.53,0,228,360,160,820000,7.7,4.4,46,72,24,5600,
601,21-Nov-20,132.69,106,109.31,7.56,0,227,336,165,780000,7.7,4.9,37,60,27,9100,
602,22-Nov-20,132.72,107.79,110.01,7.54,0,236,360,155,920000,7.71,4.6,45,96,28,6800,
603,23-Nov-20,134.07,107.19,113.89,7.53,0,191,344,165,1000000,7.68,4.7,47,80,23,6400,
604,24-Nov-20,135.5,106.47,112.62,7.54,0,193,352,170,820000,7.69,4.8,42,72,26,6000,
605,25-Nov-20,132.53,108.43,114.67,7.55,0,189,344,160,780000,7.68,4.7,44,76,24,5500,
606,26-Nov-20,139.26,106.5,111.8,7.42,0,225,360,175,920000,7.69,4.6,43,84,28,6800,
607,27-Nov-20,140.27,105.65,113.1,7.55,0,196,328,160,820000,7.7,4.4,46,64,24,6400,
608,28-Nov-20,134.37,108.58,114.64,7.49,0,216,352,175,780000,7.66,4.3,38,60,28,6000,
609,29-Nov-20,140.53,107.23,113.06,7.41,0,214,360,170,810000,7.63,4.8,45,72,24,5600,
610,30-Nov-20,141.19,103.79,110.69,7.53,0,217,368,180,910000,7.67,4.7,47,96,25,6400,
,,,,,,,,,,,,,,,,,
611,01-Dec-20,138.43,101.92,114.56,7.54,0,216,360,170,820000,7.73,4.6,41,80,28,4500,
612,02-Dec-20,136.71,102.55,109.13,7.43,0,228,376,180,920000,7.62,4.7,36,72,26,6000,
613,03-Dec-20,136.35,102.96,107.07,7.46,0,186,352,165,810000,7.6,4.7,45,60,29,6400,
614,04-Dec-20,134.2,101.68,109.16,7.52,0,266,376,175,930000,7.71,4.5,38,64,27,6800,
615,05-Dec-20,126.32,90.45,102.39,7.5,0,225,360,160,780000,7.62,4.4,43,72,23,4000,
616,06-Dec-20,135.48,102.18,108.9,7.46,0,226,368,170,820000,7.67,4.6,39,56,25,5500,
617,07-Dec-20,140.57,105.77,110.36,7.53,0,212,352,155,840000,7.65,4.2,42,68,26,4500,
618,08-Dec-20,142.66,105.02,112.25,7.4,0,217,352,160,680000,7.64,4.3,43,72,24,5600,
619,09-Dec-20,138.45,105.89,112.44,7.45,0,214,344,160,810000,7.6,4.4,44,80,27,4000,
620,10-Dec-20,139.24,100.74,108.51,7.36,0,213,360,175,820000,7.56,4.6,39,64,26,6000,
621,11-Dec-20,132.03,102.5,110.97,7.46,0,189,344,170,910000,7.68,4.7,46,72,27,5500,
622,12-Dec-20,131.09,94.64,100.34,7.41,0,217,368,180,810000,7.62,4.4,38,60,26,4000,
623,13-Dec-20,130.43,105.42,110.49,7.46,0,228,368,185,820000,7.71,4.3,47,80,28,4500,
624,14-Dec-20,140.64,99.92,107.59,7.45,0,232,376,175,820000,7.66,4.3,39,64,27,6400,
625,15-Dec-20,138.75,101.57,108.36,7.32,0,230,336,160,820000,7.61,4.2,43,56,26,6000,
626,16-Dec-20,129.85,95.63,103.13,7.54,0,249,360,160,780000,7.71,4.1,43,72,28,4000,
627,17-Dec-20,136.55,99.91,110.16,7.43,0,216,368,180,840000,7.66,4.3,43,80,25,4500,
628,18-Dec-20,127.53,99.09,105.03,7.45,0,227,328,165,910000,7.62,4.4,40,64,28,6000,
629,19-Dec-20,128.87,89.98,98.21,7.41,0,243,344,170,920000,7.62,4.3,46,72,25,6800,
630,20-Dec-20,123.32,90.49,99.05,7.4,0,233,376,190,780000,7.67,4.4,43,64,27,4000,
631,21-Dec-20,124.05,84.14,91.95,7.41,0,222,336,180,820000,7.6,4.9,45,60,28,4500,
632,22-Dec-20,126.55,89.87,91.04,7.49,0,212,360,175,920000,7.66,4.4,41,64,26,6000,
633,23-Dec-20,127.71,98.77,101.4,7.4,0,228,368,170,840000,7.67,4.4,45,72,25,6400,
634,24-Dec-20,139.56,99.87,106.61,7.46,0,227,336,180,930000,7.62,4.2,43,60,27,8200,
635,25-Dec-20,140.67,99.42,107.87,7.47,0,247,368,165,1000000,7.68,4.6,44,80,26,6100,
636,26-Dec-20,143.79,102.1,111.36,7.42,0,243,352,160,820000,7.65,4.8,47,72,24,6800,
637,27-Dec-20,145.74,104.9,110.96,7.4,0,240,344,170,810000,7.61,4.3,46,76,25,4000,
638,28-Dec-20,139.36,106.92,113.3,7.36,0,214,360,180,780000,7.56,4.8,44,64,28,5500,
639,29-Dec-20,140.55,108.36,116.68,7.4,0,219,376,170,820000,7.65,4.6,46,72,27,4000,
640,30-Dec-20,136.65,103.57,110.09,7.47,0,245,352,165,930000,7.62,4.2,47,84,28,8200,
641,31-Dec-20,133.82,104.68,112.63,7.4,0,235,360,160,820000,7.6,4.4,42,80,29,6800,
,,,,,,,,,,,,,,,,,
642,01-Jan-21,138.62,99.46,108.73,7.38,0,249,344,165,910000,7.58,4.2,44,60,26,6000,
643,02-Jan-21,140.67,98.16,109.44,7.41,0,243,352,170,810000,7.62,43,38,72,27,6400,
644,03-Jan-21,136.76,102.43,106.96,7.42,0,240,360,180,920000,7.65,4.5,40,65,25,6000,
645,04-Jan-21,138.9,100.81,110.71,7.43,0,256,376,175,820000,7.6,4.4,44,72,26,4000,
646,05-Jan-21,137.69,99.87,107.67,7.45,0,230,336,165,840000,7.65,4.2,43,76,28,6400,
647,06-Jan-21,128.7,85.35,96.35,7.44,0,223,352,170,920000,7.61,4.4,46,60,28,6000,
648,07-Jan-21,115.28,88.23,96.67,7.42,0,225,328,160,1000000,7.62,4.1,44,64,23,6100,
649,08-Jan-21,138.46,101.4,108.4,7.43,0,234,352,170,780000,7.63,4.2,45,72,27,6100,
650,09-Jan-21,137.59,100.81,110.34,7.44,0,218,360,175,1100000,7.65,4.3,42,64,24,6400,
651,10-Jan-21,136.22,101.31,109.9,7.47,0,239,336,155,1000000,7.62,4.3,41,76,25,6800,
652,11-Jan-21,145.32,96.7,104.36,7.49,0,216,352,165,1200000,7.63,4.6,47,80,24,8200,
653,12-Jan-21,137.21,100.07,109.8,7.41,0,223,344,160,1100000,7.64,4.4,38,64,26,4500,
654,13-Jan-21,131.52,108.39,108.7,7.32,0,219,360,180,920000,7.63,4.6,39,72,28,8300,
655,14-Jan-21,135.27,96.64,114.68,7.35,0,265,376,175,1200000,7.59,4.6,46,72,28,6400,
656,15-Jan-21,132.86,101.28,110.99,7.35,0,216,352,165,820000,7.54,5,41,76,25,6100,
657,16-Jan-21,136.6,101.77,111.62,7.22,0,210,344,170,920000,7.52,5.1,40,64,23,4000,
658,17-Jan-21,136.76,102.43,106.96,7.28,0,214,352,160,1200000,7.53,4.8,44,68,26,6400,
659,18-Jan-21,137.5,102.68,107.26,7.22,0,210,360,175,1100000,7.36,4.5,45,84,24,3500,
660,19-Jan-21,127.39,107.34,111.65,7.25,0,224,368,170,910000,7.45,4.3,44,72,27,4000,
661,20-Jan-21,130.19,102.24,114.62,7.29,0,187,336,160,1000000,7.51,4.4,46,64,21,6400,
662,21-Jan-21,137.69,99.87,107.67,7.19,0,212,360,165,820000,7.31,4.2,37,60,26,6800,
663,22-Jan-21,129.76,103.82,112.69,7.25,0,257,368,175,1200000,7.55,4.3,42,76,24,5600,
664,23-Jan-21,130.1,106.4,111.8,7.35,0,208,352,160,1100000,7.42,4.4,38,80,27,3500,
665,24-Jan-21,131.57,102.97,112.12,7.22,0,180,320,155,920000,7.47,4.3,40,76,22,4500,
666,25-Jan-21,129.03,107.98,111.91,7.29,0,186,352,165,910000,7.51,4.5,35,60,25,3500,
667,26-Jan-21,135.12,103.86,111.76,7.28,0,212,336,150,780000,7.53,4.1,37,64,28,6000,
668,27-Jan-21,133.3,104.18,110.9,7.25,0,216,344,160,1100000,7.48,4.2,46,56,27,8400,
669,28-Jan-21,137.56,99.32,108.63,7.15,0,187,320,155,1000000,7.41,4.3,47,72,24,9200,
670,29-Jan-21,135.55,102.01,109.38,7.27,0,193,344,170,920000,7.5,4.5,45,76,25,5600,
671,30-Jan-21,137.5,104.29,107.91,7.23,0,268,376,175,1200000,7.5,4.2,48,80,26,7800,
672,31-Jan-21,133.4,109.63,115.53,7.21,0,221,360,165,100000,7.41,4.3,49,88,28,4000,
,,,,,,,,,,,,,,,,,
673,01-Feb-21,137.32,106.41,109.09,7.33,0,216,320,160,780000,7.52,4.6,42,72,25,5600,
674,02-Feb-21,131.85,105.91,110.55,7.25,0,261,336,150,910000,7.48,4.4,44,56,24,7800,
675,03-Feb-21,136.75,101.9,108.51,7.23,0,248,352,165,840000,7.55,4.7,48,64,22,3700,
676,04-Feb-21,138.25,100.18,107.94,7.21,0,264,360,160,780000,7.56,4.3,45,76,25,6000,
677,05-Feb-21,135.9,103.03,106.34,7.33,0,243,344,155,1100000,7.58,4.5,40,80,26,9200,
678,06-Feb-21,137.41,100.56,108.32,7.25,0,199,320,150,1400000,7.57,4.1,41,60,23,8400,
679,07-Feb-21,136.67,102.67,109.42,7.25,0,264,360,155,1200000,7.65,4.4,43,64,27,7800,
680,08-Feb-21,129.05,106.46,111.01,7.15,0,241,352,150,920000,7.52,4.2,41,80,21,6000,
681,09-Feb-21,139.04,101.3,108.79,7.31,0,287,384,165,780000,7.56,4.1,38,84,25,5600,
682,10-Feb-21,127.41,107.27,110.47,7.23,0,271,368,155,1100000,7.59,4.2,45,88,24,5600,
683,11-Feb-21,133.89,100.08,111.34,7.13,0,288,376,150,1000000,7.56,4.5,40,64,22,6800,
684,12-Feb-21,127.29,106.5,112.76,7.15,0,251,320,145,1000000,7.57,4.3,44,72,27,6000,
685,13-Feb-21,132.85,102.67,109.73,7.21,0,275,360,160,1200000,7.48,4.4,47,60,24,8200,
686,14-Feb-21,136.7,101.39,110.89,7.32,0,287,368,155,1400000,7.52,4.6,40,72,21,4000,
687,15-Feb-21,130.76,104.68,111.18,7.32,0,296,352,150,1100000,7.6,4.5,45,80,25,7800,
688,16-Feb-21,127.18,108.72,110,7.22,0,223,320,145,14000000,7.57,4.4,38,64,27,9100,
689,17-Feb-21,134.5,102.18,109.61,7.26,0,246,304,140,1000000,7.52,4.2,45,76,23,5600,
690,18-Feb-21,141.69,95.89,111.13,7.24,0,293,336,150,920000,7.48,4.5,45,64,26,4000,
691,19-Feb-21,132.5,107.65,105.97,7.34,0,217,294,145,1100000,7.46,4.2,37,72,25,6000,
692,20-Feb-21,141.58,99.99,106.1,7.22,0,214,304,155,1400000,7.53,4.4,47,60,27,8300,
693,21-Feb-21,141.98,98.74,106.12,7.28,0,266,336,140,1100000,7.53,4.3,39,68,24,6800,
694,22-Feb-21,137.56,101.57,108.12,7.22,0,203,312,145,830000,7.61,4.5,46,80,28,4000,
695,23-Feb-21,132.95,103.85,109.3,7.21,0,255,344,150,1700000,7.47,4.6,36,64,25,3500,
696,24-Feb-21,141.4,100.5,103.78,7.15,0,209,288,140,1200000,7.58,4.7,38,56,23,6000,
697,25-Feb-21,132.71,104.27,109.76,7.36,0,296,352,145,1000000,7.58,4.5,45,72,24,8200,
698,26-Feb-21,126.3,108.47,110.75,7.27,0,207,296,135,1700000,7.52,4.2,43,64,26,6800,
699,27-Feb-21,122.13,110.77,115.02,7.18,0,275,304,150,1500000,7.41,4.6,42,80,25,4000,
700,28-Feb-21,128.36,106.66,110.86,7.15,0,269,280,140,1400000,7.5,4.4,39,72,24,5600,
,,,,,,,,,,,,,,,,,
701,01-Mar-21,112.46,110.37,113.57,7.35,0,215,248,135,1200000,7.63,4.2,42,60,24,4000,
702,02-Mar-21,130.22,103.64,111.57,7.37,0,237,280,140,1400000,7.55,4.3,40,76,25,6100,
703,03-Mar-21,127.89,106.39,112.09,7.34,0,317,320,150,1700000,7.53,4.6,41,56,27,6800,
704,04-Mar-21,138.7,100.73,107.76,7.19,0,271,296,135,1200000,7.38,4.4,48,80,21,8200,
705,05-Mar-21,126.88,107.65,111.91,7.19,0,310,320,155,1700000,7.58,4.3,38,76,26,9100,
706,06-Mar-21,128.18,106.96,110.39,7.4,0,196,240,135,2400000,7.65,4.2,41,64,23,4000,
707,07-Mar-21,128.61,109.32,109.11,7.42,0,209,248,140,1300000,7.56,4,38,56,25,5600,
708,08-Mar-21,131.79,105.16,112.13,7.31,0,202,256,145,1400000,7.61,4.3,47,80,19,8200,
709,09-Mar-21,128.93,106.24,112.74,7.12,0,243,304,150,2400000,7.52,4.2,40,76,25,6800,
710,10-Mar-21,126.25,104.37,116.21,7.23,0,208,280,135,1700000,7.5,4.5,46,72,26,7800,
711,11-Mar-21,130.12,110.31,106.97,7.38,0,150,248,130,1200000,7.65,4.2,42,60,22,6800,
712,12-Mar-21,126.49,106.64,112.19,7.3,0,234,348,145,1400000,7.61,4.2,46,96,27,8300,
713,13-Mar-21,131.75,106.73,108.98,7.23,0,240,296,140,1300000,7.6,4.3,43,76,25,6000,
714,14-Mar-21,138.34,103.62,106.36,7.31,0,283,328,150,1400000,7.66,4.4,40,64,23,5600,
715,15-Mar-21,135.5,103.96,105.59,7.5,0,224,149,130,830000,7.6,4.5,47,72,26,6000,
716,16-Mar-21,126.99,107.58,110.94,7.31,0,186,280,135,1200000,7.64,4.1,36,56,22,4000,
717,17-Mar-21,135.73,104.74,105.86,7.35,0,309,336,140,1700000,7.65,4.4,45,80,24,6400,
718,18-Mar-21,133.42,105.38,108.27,7.43,0,233,320,135,1400000,7.66,4.2,42,72,25,7800,
719,19-Mar-21,130.85,106.58,110.95,7.42,0,297,344,155,2100000,7.58,4.2,46,64,28,6000,
720,20-Mar-21,132.2,104.96,109.62,7.32,0,319,336,145,1200000,7.57,4.3,42,60,27,5600,
721,21-Mar-21,125.01,110.18,122.15,7.4,0,186,248,130,1000000,7.5,4.4,40,56,23,8200,
722,22-Mar-21,121.71,111.05,112.3,7.32,0,239,256,125,1400000,7.52,4.5,37,72,21,7800,
723,23-Mar-21,129.29,106.63,111.98,7.36,0,280,304,140,1700000,7.44,4.1,47,80,25,4000,
724,24-Mar-21,129.65,103.99,112.97,7.15,0,321,352,145,1200000,7.47,4.2,42,88,27,9200,
725,25-Mar-21,120.38,111.53,113.42,7.2,0,207,240,120,780000,7.6,4.4,46,64,26,4000,
726,26-Mar-21,125.75,106.66,112.7,7.2,0,286,320,140,1200000,7.4,4.2,44,72,22,6000,
727,27-Mar-21,124.06,108.58,113.68,7.16,0,175,224,115,830000,7.63,4.5,38,56,21,6400,
728,28-Mar-21,126.65,107.62,110.98,7.32,0,221,296,135,920000,7.56,4.3,40,60,24,5500,
729,29-Mar-21,123.44,109.92,114.38,7.31,0,174,240,125,1200000,7.45,4.4,47,64,19,6400,
730,30-Mar-21,124.98,106.81,113.8,7.18,0,309,328,150,1300000,7.41,4.1,41,72,25,6800,
731,31-Mar-21,130.48,106.26,110.33,7.29,0,303,320,145,920000,7.54,4.1,39,80,27,8400,
,,,,,,,,,,,,,,,,,
732,01-Apr-21,129.92,106.78,108.54,7.03,0,297,312,140,1100000,7.34,4.3,48,76,25,6800,
733,02-Apr-21,128.1,107.59,110.78,7.18,0,151,240,125,820000,7.44,4.5,36,60,23,5600,
734,03-Apr-21,125.37,108.94,113.03,7.09,0,169,256,135,820000,7.37,4.2,40,72,25,6000,
735,04-Apr-21,125.31,110.72,112.67,7.34,0,221,272,145,1400000,7.41,4.4,45,64,26,4500,
736,05-Apr-21,132.65,105.9,107.93,7.3,0,211,280,140,1700000,7.6,4.3,42,80,26,9100,
737,06-Apr-21,130.76,108.88,107.43,7.03,0,210,256,130,1200000,7.49,4.2,44,64,23,4000,
738,07-Apr-21,125.67,109.41,111.88,7.06,0,186,248,125,1500000,7.46,4.1,34,64,21,6800,
739,08-Apr-21,139.84,103.46,105.39,7.02,0,182,240,130,1300000,7.32,4.3,39,72,24,8200,
740,09-Apr-21,116.5,113.44,117.51,7.03,0,197,240,140,920000,7.31,4.4,36,56,24,5600,
741,10-Apr-21,120.96,111.86,115.76,7.31,0,254,272,145,1400000,7.61,4.3,38,68,26,8200,
742,11-Apr-21,119.81,112.98,114.82,7.22,0,227,296,150,1180000,7.53,4.5,42,76,24,6100,
743,12-Apr-21,114.69,113.73,117.33,7.19,0,201,272,135,1300000,7.38,4.2,40,80,27,6000,
744,13-Apr-21,125.57,109.95,111.7,7.26,0,180,240,130,1100000,7.4,4.2,32,56,21,6400,
745,14-Apr-21,125.3,110.7,113.05,7.18,0,195,256,135,1200000,7.28,4.5,34,64,25,8200,
746,15-Apr-21,112.09,115.05,119.49,7.32,0,219,288,140,1300000,7.52,4.6,42,76,24,6000,
747,16-Apr-21,117.17,113.29,114.91,7.13,0,192,248,130,920000,7.47,4.3,36,56,26,7800,
748,17-Apr-21,120.24,110.78,114.99,7.04,0,208,256,145,1100000,7.32,4.2,45,72,28,6400,
749,18-Apr-21,121.96,109.5,113.99,7.09,0,189,240,135,1000000,7.47,4.3,40,68,26,6100,
750,19-Apr-21,132.27,104.68,109.11,7.25,0,219,264,145,1200000,7.42,4.2,39,60,24,8200,
751,20-Apr-21,125.82,106.3,112.98,7.1,0,169,248,140,920000,7.52,4.6,46,80,27,6000,
752,21-Apr-21,130.51,105.11,110.01,7.15,0,200,256,130,1200000,7.46,4.1,41,64,25,8800,
753,22-Apr-21,126.23,107.48,112.64,7.08,0,310,336,135,1300000,7.23,4.9,44,68,23,7800,
754,23-Apr-21,118.5,110.99,116.08,7.06,0,217,264,145,1100000,7.55,4.3,46,84,25,8200,
755,24-Apr-21,130.32,103.8,113.35,7.04,0,190,240,140,1200000,7.68,4.2,42,64,28,6400,
756,25-Apr-21,125.89,105.75,113.57,7.08,0,202,248,145,1000000,7.52,4.4,40,72,28,6000,
757,26-Apr-21,128.5,104.86,112.87,7.02,0,210,256,150,1400000,7.62,4,42,72,25,8200,
758,27-Apr-21,122.66,110.27,115.27,7.03,0,218,232,140,1500000,7.52,4.5,44,84,26,8800,
759,28-Apr-21,117.88,110.46,117.04,7.05,0,214,240,130,1200000,7.57,4.2,38,60,24,7200,
760,29-Apr-21,124.47,107.37,115.35,7.03,0,190,224,125,1100000,7.63,4.5,41,72,21,7800,
761,30-Apr-21,117.92,114.4,114.06,6.98,0,208,224,130,780000,7.6,4,44,88,26,6400,
,,,,,,,,,,,,,,,,,
762,01-May-21,125.57,109.95,111.7,7.1,0,204,240,150,1000000,7.68,4.5,45,72,24,8200,
763,02-May-21,120.96,111.86,115.76,7.08,0,194,232,125,820000,7.59,4.3,43,80,27,5600,
764,03-May-21,128.7,102.41,116.53,7.46,0,160,224,120,1100000,7.46,4.5,46,76,25,6100,
765,04-May-21,132.65,105.9,107.93,6.93,0,172,264,140,1000000,7.38,4.3,41,64,24,6000,
766,05-May-21,120.09,108.63,119.62,7.19,0,185,256,135,1200000,7.55,4.4,39,60,21,8200,
767,06-May-21,116.5,113.44,117.51,7.19,0,245,296,140,1100000,7.49,4.2,46,84,23,6800,
768,07-May-21,128.53,109.49,108.47,7.08,0,224,264,135,1000000,7.37,4.4,40,72,28,5600,
769,08-May-21,128.55,107.23,112.67,7.18,0,185,248,130,920000,7.45,4.3,38,60,21,7800,
770,09-May-21,113.67,115.21,118.4,7.11,0,179,256,135,1300000,7.48,4.6,45,76,28,8200,
771,10-May-21,121.24,112.86,115.37,7.46,0,216,280,140,1200000,7.46,4.2,39,80,26,6800,
772,11-May-21,123.85,110.49,112.19,7.07,0,240,288,145,1000000,7.46,4.3,44,72,23,6100,
773,12-May-21,131.08,105.27,111.94,7.19,0,230,272,130,1100000,7.55,4.2,47,68,24,6000,
774,13-May-21,126.76,106.69,113.96,7.12,0,247,304,130,1300000,7.4,4.3,45,68,22,7800,
775,14-May-21,121.21,108.63,116.72,7.1,0,239,296,135,1200000,7.49,4.5,46,80,25,4000,
776,15-May-21,121.93,109.61,116.97,7.06,0,231,288,,1000000,7.32,4.4,43,88,,,
777,16-May-21,124.37,110.21,114.78,7.09,0,159,240,,920000,7.42,4.4,42,60,,,
778,17-May-21,114.17,89.56,96.67,7.05,0,183,264,,830000,7.32,4.2,40,64,,,
779,18-May-21,120.9,86.83,95.62,7,0,187,248,,680000,7.31,4.4,44,72,,,
780,19-May-21,101.74,97.19,101.57,6.97,0,201,272,,1000000,7.29,4.5,40,72,,,
781,20-May-21,113.18,92.46,95.9,7.06,0,262,288,,920000,7.32,4.3,4,88,,,
